,period,state,stateName,timePeriod,sector,sectorName,all-other-costs,customer-incentive,energy-savings,potential-peak-savings,all-other-costs-units,customer-incentive-units,energy-savings-units,potential-peak-savings-units
3853,2014,WV,West Virginia,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3854,2014,VA,Virginia,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3855,2014,UT,Utah,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3856,2014,US,United States,Reporting Year,TRN,transportation,122,64,19316,1.6,thousand dollars,thousand dollars,megawatthours,megawatts
3857,2014,TX,Texas,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3858,2014,TN,Tennessee,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3859,2014,SD,South Dakota,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3860,2014,SC,South Carolina,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3861,2014,RI,Rhode Island,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3862,2014,PA,Pennsylvania,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3863,2014,OR,Oregon,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3864,2014,OK,Oklahoma,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3865,2014,OH,Ohio,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3866,2014,NY,New York,Reporting Year,TRN,transportation,10,0,18694,1.5,thousand dollars,thousand dollars,megawatthours,megawatts
3867,2014,NV,Nevada,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3868,2014,NM,New Mexico,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3869,2014,NJ,New Jersey,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3870,2014,NH,New Hampshire,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3871,2014,NE,Nebraska,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3872,2014,ND,North Dakota,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3873,2014,NC,North Carolina,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3874,2014,MT,Montana,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3875,2014,MS,Mississippi,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3876,2014,MO,Missouri,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3877,2014,MN,Minnesota,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3878,2014,MI,Michigan,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3879,2014,ME,Maine,Expected Life Cycle of Programs,IND,industrial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3880,2014,MD,Maryland,Expected Life Cycle of Programs,IND,industrial,1089,3617,250001,3.9,thousand dollars,thousand dollars,megawatthours,megawatts
3881,2014,MA,Massachusetts,Expected Life Cycle of Programs,IND,industrial,7027,31179,1488146,20.5,thousand dollars,thousand dollars,megawatthours,megawatts
3882,2014,LA,Louisiana,Expected Life Cycle of Programs,IND,industrial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3883,2014,KY,Kentucky,Expected Life Cycle of Programs,IND,industrial,426,2458,284931,3,thousand dollars,thousand dollars,megawatthours,megawatts
3884,2014,KS,Kansas,Expected Life Cycle of Programs,IND,industrial,0,10,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3885,2014,IN,Indiana,Expected Life Cycle of Programs,IND,industrial,917,2021,262525,2.5,thousand dollars,thousand dollars,megawatthours,megawatts
3886,2014,IL,Illinois,Expected Life Cycle of Programs,IND,industrial,289,1776,70220,1.2,thousand dollars,thousand dollars,megawatthours,megawatts
3887,2014,ID,Idaho,Expected Life Cycle of Programs,IND,industrial,2982,7644,593869,8.3,thousand dollars,thousand dollars,megawatthours,megawatts
3888,2014,IA,Iowa,Expected Life Cycle of Programs,IND,industrial,6293,28617,3351671,30.4,thousand dollars,thousand dollars,megawatthours,megawatts
3889,2014,HI,Hawaii,Expected Life Cycle of Programs,IND,industrial,32,77,7532,.1,thousand dollars,thousand dollars,megawatthours,megawatts
3890,2014,GA,Georgia,Expected Life Cycle of Programs,IND,industrial,76,72,28064,0,thousand dollars,thousand dollars,megawatthours,megawatts
3891,2014,FL,Florida,Expected Life Cycle of Programs,IND,industrial,2,179,19070,.7,thousand dollars,thousand dollars,megawatthours,megawatts
3892,2014,DE,Delaware,Expected Life Cycle of Programs,IND,industrial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3893,2014,DC,District of Columbia,Expected Life Cycle of Programs,IND,industrial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3894,2014,CT,Connecticut,Expected Life Cycle of Programs,IND,industrial,5102,12860,612616,7.1,thousand dollars,thousand dollars,megawatthours,megawatts
3895,2014,CO,Colorado,Expected Life Cycle of Programs,IND,industrial,3557,8334,969786,12.2,thousand dollars,thousand dollars,megawatthours,megawatts
3896,2014,CA,California,Expected Life Cycle of Programs,IND,industrial,66097,35327,4379175,57.5,thousand dollars,thousand dollars,megawatthours,megawatts
3897,2014,AZ,Arizona,Expected Life Cycle of Programs,IND,industrial,1860,2994,416586,8.2,thousand dollars,thousand dollars,megawatthours,megawatts
3898,2014,AR,Arkansas,Expected Life Cycle of Programs,IND,industrial,4978,10130,784948,8.9,thousand dollars,thousand dollars,megawatthours,megawatts
3899,2014,AL,Alabama,Expected Life Cycle of Programs,IND,industrial,1016,4305,530342,5.1,thousand dollars,thousand dollars,megawatthours,megawatts
3900,2013,GA,Georgia,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3901,2013,HI,Hawaii,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3902,2013,IA,Iowa,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3903,2013,ID,Idaho,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3904,2013,IL,Illinois,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3905,2013,IN,Indiana,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3906,2013,KS,Kansas,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3907,2013,KY,Kentucky,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3908,2013,LA,Louisiana,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3909,2013,MA,Massachusetts,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3910,2013,MD,Maryland,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3911,2013,ME,Maine,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3912,2013,MI,Michigan,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3913,2013,MN,Minnesota,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3914,2013,MO,Missouri,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3915,2013,MS,Mississippi,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3916,2013,MT,Montana,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3917,2013,NC,North Carolina,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3918,2013,ND,North Dakota,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3919,2013,NE,Nebraska,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3920,2013,NH,New Hampshire,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3921,2013,NJ,New Jersey,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3922,2013,NM,New Mexico,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3923,2013,NV,Nevada,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3924,2013,NY,New York,Reporting Year,TRN,transportation,33,0,29894,4.8,thousand dollars,thousand dollars,megawatthours,megawatts
3925,2013,OH,Ohio,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3926,2013,OK,Oklahoma,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3927,2013,OR,Oregon,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3928,2013,PA,Pennsylvania,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3929,2013,AK,Alaska,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3930,2013,AL,Alabama,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3931,2013,AR,Arkansas,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3932,2013,AZ,Arizona,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3933,2013,CA,California,Reporting Year,TRN,transportation,0,5,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3934,2013,CO,Colorado,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3935,2013,CT,Connecticut,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3936,2013,DC,District of Columbia,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3937,2013,DE,Delaware,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3938,2013,FL,Florida,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3939,2013,SC,South Carolina,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3940,2013,SD,South Dakota,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3941,2013,TN,Tennessee,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3942,2013,TX,Texas,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3943,2013,US,United States,Reporting Year,TRN,transportation,33,5,29894,4.8,thousand dollars,thousand dollars,megawatthours,megawatts
3944,2013,UT,Utah,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3945,2013,VA,Virginia,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3946,2013,VT,Vermont,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3947,2013,WA,Washington,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3948,2013,WI,Wisconsin,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3949,2013,WV,West Virginia,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3950,2013,WY,Wyoming,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3951,2013,RI,Rhode Island,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3952,2013,GA,Georgia,Expected Life Cycle of Programs,IND,industrial,84,315,37207,.1,thousand dollars,thousand dollars,megawatthours,megawatts
3953,2013,HI,Hawaii,Expected Life Cycle of Programs,IND,industrial,15,121,11253,.2,thousand dollars,thousand dollars,megawatthours,megawatts
3954,2013,IA,Iowa,Expected Life Cycle of Programs,IND,industrial,5167,33419,3277623,34.6,thousand dollars,thousand dollars,megawatthours,megawatts
3955,2013,ID,Idaho,Expected Life Cycle of Programs,IND,industrial,1146,5816,446060,6.5,thousand dollars,thousand dollars,megawatthours,megawatts
3956,2013,IL,Illinois,Expected Life Cycle of Programs,IND,industrial,25,1638,102234,.7,thousand dollars,thousand dollars,megawatthours,megawatts
3957,2013,IN,Indiana,Expected Life Cycle of Programs,IND,industrial,1706,6288,446720,7.1,thousand dollars,thousand dollars,megawatthours,megawatts
3958,2013,KS,Kansas,Expected Life Cycle of Programs,IND,industrial,5,19,600,.1,thousand dollars,thousand dollars,megawatthours,megawatts
3959,2013,KY,Kentucky,Expected Life Cycle of Programs,IND,industrial,627,2400,274772,1.5,thousand dollars,thousand dollars,megawatthours,megawatts
3960,2013,LA,Louisiana,Expected Life Cycle of Programs,IND,industrial,445,444,19887,1,thousand dollars,thousand dollars,megawatthours,megawatts
3961,2013,MA,Massachusetts,Expected Life Cycle of Programs,IND,industrial,5916,24980,910811,22.4,thousand dollars,thousand dollars,megawatthours,megawatts
3962,2013,MD,Maryland,Expected Life Cycle of Programs,IND,industrial,778,104,304702,3.5,thousand dollars,thousand dollars,megawatthours,megawatts
3963,2013,ME,Maine,Expected Life Cycle of Programs,IND,industrial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3964,2013,MI,Michigan,Expected Life Cycle of Programs,IND,industrial,4955,6177,782539,0,thousand dollars,thousand dollars,megawatthours,megawatts
3965,2013,MN,Minnesota,Expected Life Cycle of Programs,IND,industrial,6788,11484,2196077,38.2,thousand dollars,thousand dollars,megawatthours,megawatts
3966,2013,MO,Missouri,Expected Life Cycle of Programs,IND,industrial,52,162,30810,.4,thousand dollars,thousand dollars,megawatthours,megawatts
3967,2013,MS,Mississippi,Expected Life Cycle of Programs,IND,industrial,1250,4783,513474,1.5,thousand dollars,thousand dollars,megawatthours,megawatts
3968,2013,MT,Montana,Expected Life Cycle of Programs,IND,industrial,4,844,46380,0,thousand dollars,thousand dollars,megawatthours,megawatts
3969,2013,NC,North Carolina,Expected Life Cycle of Programs,IND,industrial,88,333,35919,9,thousand dollars,thousand dollars,megawatthours,megawatts
3970,2013,ND,North Dakota,Expected Life Cycle of Programs,IND,industrial,50,5,440,44.5,thousand dollars,thousand dollars,megawatthours,megawatts
3971,2013,NE,Nebraska,Expected Life Cycle of Programs,IND,industrial,110,866,91757,4.8,thousand dollars,thousand dollars,megawatthours,megawatts
3972,2013,NH,New Hampshire,Expected Life Cycle of Programs,IND,industrial,478,700,62920,5,thousand dollars,thousand dollars,megawatthours,megawatts
3973,2013,NJ,New Jersey,Expected Life Cycle of Programs,IND,industrial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
3974,2013,NM,New Mexico,Expected Life Cycle of Programs,IND,industrial,1248,2595,390398,4.5,thousand dollars,thousand dollars,megawatthours,megawatts
3975,2013,NV,Nevada,Expected Life Cycle of Programs,IND,industrial,185,192,47699,.7,thousand dollars,thousand dollars,megawatthours,megawatts
3976,2013,NY,New York,Expected Life Cycle of Programs,IND,industrial,13938,35865,5125249,70.6,thousand dollars,thousand dollars,megawatthours,megawatts
3977,2013,OH,Ohio,Expected Life Cycle of Programs,IND,industrial,12660,19209,3659666,701.6,thousand dollars,thousand dollars,megawatthours,megawatts
3978,2013,OK,Oklahoma,Expected Life Cycle of Programs,IND,industrial,94,288,49196,65.9,thousand dollars,thousand dollars,megawatthours,megawatts
3979,2013,OR,Oregon,Expected Life Cycle of Programs,IND,industrial,11735,17265,1971561,2.3,thousand dollars,thousand dollars,megawatthours,megawatts
3980,2013,PA,Pennsylvania,Expected Life Cycle of Programs,IND,industrial,4560,13018,2364490,32.4,thousand dollars,thousand dollars,megawatthours,megawatts
