,period,state,stateName,timePeriod,sector,sectorName,all-other-costs,customer-incentive,energy-savings,potential-peak-savings,all-other-costs-units,customer-incentive-units,energy-savings-units,potential-peak-savings-units
1794,2018,AZ,Arizona,Expected Life Cycle of Programs,IND,industrial,1085,1783,434543,25.9,thousand dollars,thousand dollars,megawatthours,megawatts
1795,2018,AR,Arkansas,Expected Life Cycle of Programs,IND,industrial,4454,9145,996321,12.3,thousand dollars,thousand dollars,megawatthours,megawatts
1796,2018,AL,Alabama,Expected Life Cycle of Programs,IND,industrial,1274,1207,271670,3,thousand dollars,thousand dollars,megawatthours,megawatts
1797,2018,AK,Alaska,Expected Life Cycle of Programs,IND,industrial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1798,2018,MI,Michigan,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1799,2018,ME,Maine,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1800,2018,MD,Maryland,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1801,2018,MA,Massachusetts,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1802,2018,LA,Louisiana,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1803,2018,KY,Kentucky,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1804,2018,KS,Kansas,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1805,2018,IN,Indiana,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1806,2018,IL,Illinois,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1807,2018,ID,Idaho,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1808,2018,IA,Iowa,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1809,2018,HI,Hawaii,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1810,2018,GA,Georgia,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1811,2018,FL,Florida,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1812,2018,DE,Delaware,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1813,2018,DC,District of Columbia,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1814,2018,CT,Connecticut,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1815,2018,CO,Colorado,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1816,2018,CA,California,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1817,2018,AZ,Arizona,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1818,2018,AR,Arkansas,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1819,2018,AL,Alabama,Reporting Year,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1820,2017,NE,Nebraska,Expected Life Cycle of Programs,IND,industrial,188,1824,348119,4.6,thousand dollars,thousand dollars,megawatthours,megawatts
1821,2017,FL,Florida,Expected Life Cycle of Programs,TOT,all sectors,59200,29761,2473068,202.9,thousand dollars,thousand dollars,megawatthours,megawatts
1822,2017,DE,Delaware,Expected Life Cycle of Programs,TOT,all sectors,36,8696,137833,0,thousand dollars,thousand dollars,megawatthours,megawatts
1823,2017,DC,District of Columbia,Expected Life Cycle of Programs,TOT,all sectors,5227,8674,1140088,12.9,thousand dollars,thousand dollars,megawatthours,megawatts
1824,2017,CT,Connecticut,Expected Life Cycle of Programs,TOT,all sectors,38834,114206,4888761,65.4,thousand dollars,thousand dollars,megawatthours,megawatts
1825,2017,CO,Colorado,Expected Life Cycle of Programs,TOT,all sectors,6610,16483,1218506,98.7,thousand dollars,thousand dollars,megawatthours,megawatts
1826,2017,CA,California,Expected Life Cycle of Programs,TOT,all sectors,474626,539376,40971295,593.5,thousand dollars,thousand dollars,megawatthours,megawatts
1827,2017,AZ,Arizona,Expected Life Cycle of Programs,TOT,all sectors,48459,74240,13941054,260.5,thousand dollars,thousand dollars,megawatthours,megawatts
1828,2017,AR,Arkansas,Expected Life Cycle of Programs,TOT,all sectors,19508,47747,4461609,111.8,thousand dollars,thousand dollars,megawatthours,megawatts
1829,2017,AL,Alabama,Expected Life Cycle of Programs,TOT,all sectors,16111,4462,839446,12.7,thousand dollars,thousand dollars,megawatthours,megawatts
1830,2017,AK,Alaska,Expected Life Cycle of Programs,TOT,all sectors,26,0,2675,.7,thousand dollars,thousand dollars,megawatthours,megawatts
1831,2017,PA,Pennsylvania,Expected Life Cycle of Programs,TOT,all sectors,131822,93669,18955824,268.7,thousand dollars,thousand dollars,megawatthours,megawatts
1832,2017,OR,Oregon,Expected Life Cycle of Programs,TOT,all sectors,66132,89825,8973923,90.3,thousand dollars,thousand dollars,megawatthours,megawatts
1833,2017,OK,Oklahoma,Expected Life Cycle of Programs,TOT,all sectors,33005,50647,3742881,99.3,thousand dollars,thousand dollars,megawatthours,megawatts
1834,2017,OH,Ohio,Expected Life Cycle of Programs,TOT,all sectors,65713,122407,19040862,292.6,thousand dollars,thousand dollars,megawatthours,megawatts
1835,2017,NY,New York,Expected Life Cycle of Programs,TOT,all sectors,109510,282498,21109338,299.3,thousand dollars,thousand dollars,megawatthours,megawatts
1836,2017,NV,Nevada,Expected Life Cycle of Programs,TOT,all sectors,28185,56,2651818,37.7,thousand dollars,thousand dollars,megawatthours,megawatts
1837,2017,NM,New Mexico,Expected Life Cycle of Programs,TOT,all sectors,20929,16465,1335769,33.2,thousand dollars,thousand dollars,megawatthours,megawatts
1838,2017,NJ,New Jersey,Expected Life Cycle of Programs,TOT,all sectors,30392,180413,8926210,79.8,thousand dollars,thousand dollars,megawatthours,megawatts
1839,2017,NH,New Hampshire,Expected Life Cycle of Programs,TOT,all sectors,4731,21509,1109887,21.5,thousand dollars,thousand dollars,megawatthours,megawatts
1840,2017,NE,Nebraska,Expected Life Cycle of Programs,TOT,all sectors,1799,6956,1044852,17,thousand dollars,thousand dollars,megawatthours,megawatts
1841,2017,ND,North Dakota,Expected Life Cycle of Programs,TOT,all sectors,89,181,38450,1.9,thousand dollars,thousand dollars,megawatthours,megawatts
1842,2017,NC,North Carolina,Expected Life Cycle of Programs,TOT,all sectors,56140,137180,10076445,217.7,thousand dollars,thousand dollars,megawatthours,megawatts
1843,2017,MT,Montana,Expected Life Cycle of Programs,TOT,all sectors,7153,7158,1134796,1.3,thousand dollars,thousand dollars,megawatthours,megawatts
1844,2017,MS,Mississippi,Expected Life Cycle of Programs,TOT,all sectors,22244,8769,1227267,123.2,thousand dollars,thousand dollars,megawatthours,megawatts
1845,2017,MO,Missouri,Expected Life Cycle of Programs,TOT,all sectors,38307,59979,8535711,188.1,thousand dollars,thousand dollars,megawatthours,megawatts
1846,2017,MN,Minnesota,Expected Life Cycle of Programs,TOT,all sectors,58688,85909,12981867,434,thousand dollars,thousand dollars,megawatthours,megawatts
1847,2017,MI,Michigan,Expected Life Cycle of Programs,TOT,all sectors,157089,69034,47258192,162.4,thousand dollars,thousand dollars,megawatthours,megawatts
1848,2017,ME,Maine,Expected Life Cycle of Programs,TOT,all sectors,8583,22514,1504364,24.7,thousand dollars,thousand dollars,megawatthours,megawatts
1849,2017,MD,Maryland,Expected Life Cycle of Programs,TOT,all sectors,43779,90576,7001590,101.6,thousand dollars,thousand dollars,megawatthours,megawatts
1850,2017,MA,Massachusetts,Expected Life Cycle of Programs,TOT,all sectors,131129,408763,14582373,228.8,thousand dollars,thousand dollars,megawatthours,megawatts
1851,2017,LA,Louisiana,Expected Life Cycle of Programs,TOT,all sectors,8491,8019,1244434,16.4,thousand dollars,thousand dollars,megawatthours,megawatts
1852,2017,KY,Kentucky,Expected Life Cycle of Programs,TOT,all sectors,44429,31480,3760166,91.7,thousand dollars,thousand dollars,megawatthours,megawatts
1853,2017,KS,Kansas,Expected Life Cycle of Programs,TOT,all sectors,107,345,5659,5.4,thousand dollars,thousand dollars,megawatthours,megawatts
1854,2017,IN,Indiana,Expected Life Cycle of Programs,TOT,all sectors,44120,62641,7766003,137.5,thousand dollars,thousand dollars,megawatthours,megawatts
1855,2017,IL,Illinois,Expected Life Cycle of Programs,TOT,all sectors,162355,269020,32476639,372,thousand dollars,thousand dollars,megawatthours,megawatts
1856,2017,ID,Idaho,Expected Life Cycle of Programs,TOT,all sectors,5268,11828,2831288,29.4,thousand dollars,thousand dollars,megawatthours,megawatts
1857,2017,IA,Iowa,Expected Life Cycle of Programs,TOT,all sectors,32641,90157,7669093,117.2,thousand dollars,thousand dollars,megawatthours,megawatts
1858,2017,HI,Hawaii,Expected Life Cycle of Programs,TOT,all sectors,9851,19264,2041704,20.8,thousand dollars,thousand dollars,megawatthours,megawatts
1859,2017,GA,Georgia,Expected Life Cycle of Programs,TOT,all sectors,21055,22055,4116910,103.3,thousand dollars,thousand dollars,megawatthours,megawatts
1860,2017,WY,Wyoming,Reporting Year,TOT,all sectors,4255,5668,46355,11.4,thousand dollars,thousand dollars,megawatthours,megawatts
1861,2017,WV,West Virginia,Reporting Year,TOT,all sectors,7624,6636,90604,13,thousand dollars,thousand dollars,megawatthours,megawatts
1862,2017,WI,Wisconsin,Reporting Year,TOT,all sectors,39154,56704,718078,94.6,thousand dollars,thousand dollars,megawatthours,megawatts
1863,2017,WA,Washington,Reporting Year,TOT,all sectors,67970,158657,941449,116.5,thousand dollars,thousand dollars,megawatthours,megawatts
1864,2017,VT,Vermont,Reporting Year,TOT,all sectors,44916,25865,167326,25.1,thousand dollars,thousand dollars,megawatthours,megawatts
1865,2017,VA,Virginia,Reporting Year,TOT,all sectors,12301,20618,142436,27.9,thousand dollars,thousand dollars,megawatthours,megawatts
1866,2017,UT,Utah,Reporting Year,TOT,all sectors,19361,33824,315214,59.9,thousand dollars,thousand dollars,megawatthours,megawatts
1867,2017,US,United States,Reporting Year,TOT,all sectors,2297957,3664407,29899028,6070.8,thousand dollars,thousand dollars,megawatthours,megawatts
1868,2017,TX,Texas,Reporting Year,TOT,all sectors,19063,119807,699304,422.8,thousand dollars,thousand dollars,megawatthours,megawatts
1869,2017,TN,Tennessee,Reporting Year,TOT,all sectors,30762,0,74701,10,thousand dollars,thousand dollars,megawatthours,megawatts
1870,2017,SD,South Dakota,Reporting Year,TOT,all sectors,1467,3416,26749,94.7,thousand dollars,thousand dollars,megawatthours,megawatts
1871,2017,SC,South Carolina,Reporting Year,TOT,all sectors,21256,53787,458338,88.8,thousand dollars,thousand dollars,megawatthours,megawatts
1872,2017,RI,Rhode Island,Reporting Year,TOT,all sectors,17456,66466,255622,32.6,thousand dollars,thousand dollars,megawatthours,megawatts
1873,2017,FL,Florida,Reporting Year,TOT,all sectors,59200,29761,304480,213.5,thousand dollars,thousand dollars,megawatthours,megawatts
1874,2017,DE,Delaware,Reporting Year,TOT,all sectors,36,8696,8108,.1,thousand dollars,thousand dollars,megawatthours,megawatts
1875,2017,DC,District of Columbia,Reporting Year,TOT,all sectors,5227,8674,93958,12.9,thousand dollars,thousand dollars,megawatthours,megawatts
1876,2017,CT,Connecticut,Reporting Year,TOT,all sectors,38834,114206,466317,65.4,thousand dollars,thousand dollars,megawatthours,megawatts
1877,2017,CO,Colorado,Reporting Year,TOT,all sectors,6610,16483,134765,108.3,thousand dollars,thousand dollars,megawatthours,megawatts
1878,2017,CA,California,Reporting Year,TOT,all sectors,474626,539376,3580801,659.5,thousand dollars,thousand dollars,megawatthours,megawatts
1879,2017,AZ,Arizona,Reporting Year,TOT,all sectors,48459,74240,1210793,259,thousand dollars,thousand dollars,megawatthours,megawatts
1880,2017,AR,Arkansas,Reporting Year,TOT,all sectors,19508,47747,324865,112.8,thousand dollars,thousand dollars,megawatthours,megawatts
1881,2017,FL,Florida,Reporting Year,RES,residential,40751,21656,127475,152.5,thousand dollars,thousand dollars,megawatthours,megawatts
1882,2017,DE,Delaware,Reporting Year,RES,residential,11,2989,912,.1,thousand dollars,thousand dollars,megawatthours,megawatts
1883,2017,DC,District of Columbia,Reporting Year,RES,residential,2245,3726,27331,3.5,thousand dollars,thousand dollars,megawatthours,megawatts
1884,2017,CT,Connecticut,Reporting Year,RES,residential,17376,56770,220712,29.2,thousand dollars,thousand dollars,megawatthours,megawatts
1885,2017,CO,Colorado,Reporting Year,RES,residential,4267,4780,64733,44.6,thousand dollars,thousand dollars,megawatthours,megawatts
1886,2017,CA,California,Reporting Year,RES,residential,249974,286760,1718038,365.5,thousand dollars,thousand dollars,megawatthours,megawatts
1887,2017,AZ,Arizona,Reporting Year,RES,residential,27486,36698,716046,169.8,thousand dollars,thousand dollars,megawatthours,megawatts
1888,2017,AR,Arkansas,Reporting Year,RES,residential,8297,19325,119334,73.1,thousand dollars,thousand dollars,megawatthours,megawatts
1889,2017,AL,Alabama,Reporting Year,RES,residential,10469,2520,26729,4.6,thousand dollars,thousand dollars,megawatthours,megawatts
1890,2017,AK,Alaska,Reporting Year,RES,residential,26,0,325,0,thousand dollars,thousand dollars,megawatthours,megawatts
1891,2017,PA,Pennsylvania,Reporting Year,RES,residential,93678,60475,830615,90.7,thousand dollars,thousand dollars,megawatthours,megawatts
1892,2017,OR,Oregon,Reporting Year,RES,residential,20692,29431,206728,30.7,thousand dollars,thousand dollars,megawatthours,megawatts
1893,2017,OK,Oklahoma,Reporting Year,RES,residential,18759,33926,134252,33.3,thousand dollars,thousand dollars,megawatthours,megawatts
1894,2017,OH,Ohio,Reporting Year,RES,residential,34219,42470,764469,138.9,thousand dollars,thousand dollars,megawatthours,megawatts
1895,2017,NY,New York,Reporting Year,RES,residential,56383,100353,496843,54.5,thousand dollars,thousand dollars,megawatthours,megawatts
1896,2017,NV,Nevada,Reporting Year,RES,residential,10740,56,29519,11.7,thousand dollars,thousand dollars,megawatthours,megawatts
1897,2017,NM,New Mexico,Reporting Year,RES,residential,8465,8682,73995,25.4,thousand dollars,thousand dollars,megawatthours,megawatts
1898,2017,NJ,New Jersey,Reporting Year,RES,residential,16925,92397,258593,31.6,thousand dollars,thousand dollars,megawatthours,megawatts
1899,2017,NH,New Hampshire,Reporting Year,RES,residential,2116,8917,20852,1.6,thousand dollars,thousand dollars,megawatthours,megawatts
1900,2017,NE,Nebraska,Reporting Year,RES,residential,733,2001,6374,3.9,thousand dollars,thousand dollars,megawatthours,megawatts
1901,2017,ND,North Dakota,Reporting Year,RES,residential,15,26,160,.3,thousand dollars,thousand dollars,megawatthours,megawatts
1902,2017,NC,North Carolina,Reporting Year,RES,residential,39887,51419,706701,136.8,thousand dollars,thousand dollars,megawatthours,megawatts
1903,2017,MT,Montana,Reporting Year,RES,residential,4229,1670,31743,1.1,thousand dollars,thousand dollars,megawatthours,megawatts
1904,2017,MS,Mississippi,Reporting Year,RES,residential,15162,3763,32881,6.9,thousand dollars,thousand dollars,megawatthours,megawatts
1905,2017,MO,Missouri,Reporting Year,RES,residential,19062,22575,226888,77.5,thousand dollars,thousand dollars,megawatthours,megawatts
1906,2017,MN,Minnesota,Reporting Year,RES,residential,20752,21176,267667,212,thousand dollars,thousand dollars,megawatthours,megawatts
1907,2017,MI,Michigan,Reporting Year,RES,residential,79298,20753,626410,59.6,thousand dollars,thousand dollars,megawatthours,megawatts
1908,2017,ME,Maine,Reporting Year,RES,residential,5024,11522,53425,12,thousand dollars,thousand dollars,megawatthours,megawatts
1909,2017,MD,Maryland,Reporting Year,RES,residential,23972,45919,336822,57.6,thousand dollars,thousand dollars,megawatthours,megawatts
1910,2017,MA,Massachusetts,Reporting Year,RES,residential,79387,218990,909110,132.1,thousand dollars,thousand dollars,megawatthours,megawatts
1911,2017,LA,Louisiana,Reporting Year,RES,residential,4649,4321,42223,10.6,thousand dollars,thousand dollars,megawatthours,megawatts
1912,2017,KY,Kentucky,Reporting Year,RES,residential,30788,17208,162943,41.7,thousand dollars,thousand dollars,megawatthours,megawatts
1913,2017,KS,Kansas,Reporting Year,RES,residential,89,300,369,2,thousand dollars,thousand dollars,megawatthours,megawatts
1914,2017,IN,Indiana,Reporting Year,RES,residential,27182,20957,346193,87.8,thousand dollars,thousand dollars,megawatthours,megawatts
1915,2017,IL,Illinois,Reporting Year,RES,residential,74477,101659,1601419,151.4,thousand dollars,thousand dollars,megawatthours,megawatts
1916,2017,ID,Idaho,Reporting Year,RES,residential,2621,2576,75862,9.4,thousand dollars,thousand dollars,megawatthours,megawatts
1917,2017,IA,Iowa,Reporting Year,RES,residential,17665,31828,185300,51.7,thousand dollars,thousand dollars,megawatthours,megawatts
1918,2017,HI,Hawaii,Reporting Year,RES,residential,4398,7414,65926,9,thousand dollars,thousand dollars,megawatthours,megawatts
1919,2017,GA,Georgia,Reporting Year,RES,residential,11698,11106,129625,60.2,thousand dollars,thousand dollars,megawatthours,megawatts
1920,2017,FL,Florida,Expected Life Cycle of Programs,COM,commercial,18404,8019,1496573,55.1,thousand dollars,thousand dollars,megawatthours,megawatts
1921,2017,DE,Delaware,Expected Life Cycle of Programs,COM,commercial,25,5707,121402,0,thousand dollars,thousand dollars,megawatthours,megawatts
1922,2017,DC,District of Columbia,Expected Life Cycle of Programs,COM,commercial,2982,4948,879216,9.4,thousand dollars,thousand dollars,megawatthours,megawatts
1923,2017,CT,Connecticut,Expected Life Cycle of Programs,COM,commercial,15406,45389,2346079,28.4,thousand dollars,thousand dollars,megawatthours,megawatts
1924,2017,CO,Colorado,Expected Life Cycle of Programs,COM,commercial,2183,9727,678250,49.1,thousand dollars,thousand dollars,megawatthours,megawatts
1925,2017,CA,California,Expected Life Cycle of Programs,COM,commercial,185771,227767,21292007,230.8,thousand dollars,thousand dollars,megawatthours,megawatts
1926,2017,AZ,Arizona,Expected Life Cycle of Programs,COM,commercial,19591,34322,6725622,71.1,thousand dollars,thousand dollars,megawatthours,megawatts
1927,2017,AR,Arkansas,Expected Life Cycle of Programs,COM,commercial,7337,19104,2003862,28.5,thousand dollars,thousand dollars,megawatthours,megawatts
1928,2017,AL,Alabama,Expected Life Cycle of Programs,COM,commercial,2327,851,229805,5.9,thousand dollars,thousand dollars,megawatthours,megawatts
1929,2017,AK,Alaska,Expected Life Cycle of Programs,COM,commercial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1930,2017,PA,Pennsylvania,Expected Life Cycle of Programs,COM,commercial,28412,23540,9828191,128,thousand dollars,thousand dollars,megawatthours,megawatts
1931,2017,OR,Oregon,Expected Life Cycle of Programs,COM,commercial,31900,39255,3418324,33.5,thousand dollars,thousand dollars,megawatthours,megawatts
1932,2017,OK,Oklahoma,Expected Life Cycle of Programs,COM,commercial,9355,12621,1218882,62,thousand dollars,thousand dollars,megawatthours,megawatts
1933,2017,OH,Ohio,Expected Life Cycle of Programs,COM,commercial,25942,69668,9508588,131.3,thousand dollars,thousand dollars,megawatthours,megawatts
1934,2017,NY,New York,Expected Life Cycle of Programs,COM,commercial,45416,158262,14304534,213.4,thousand dollars,thousand dollars,megawatthours,megawatts
1935,2017,NV,Nevada,Expected Life Cycle of Programs,COM,commercial,17355,0,2431031,26,thousand dollars,thousand dollars,megawatthours,megawatts
1936,2017,NM,New Mexico,Expected Life Cycle of Programs,COM,commercial,10477,6464,430040,5.9,thousand dollars,thousand dollars,megawatthours,megawatts
1937,2017,NJ,New Jersey,Expected Life Cycle of Programs,COM,commercial,13466,88016,4023013,48.2,thousand dollars,thousand dollars,megawatthours,megawatts
1938,2017,NH,New Hampshire,Expected Life Cycle of Programs,COM,commercial,2431,11984,878910,13.5,thousand dollars,thousand dollars,megawatthours,megawatts
1939,2017,NE,Nebraska,Expected Life Cycle of Programs,COM,commercial,878,3131,599475,8.6,thousand dollars,thousand dollars,megawatthours,megawatts
1940,2017,ND,North Dakota,Expected Life Cycle of Programs,COM,commercial,69,139,28896,1.5,thousand dollars,thousand dollars,megawatthours,megawatts
1941,2017,NC,North Carolina,Expected Life Cycle of Programs,COM,commercial,16224,85732,6160929,80.7,thousand dollars,thousand dollars,megawatthours,megawatts
1942,2017,MT,Montana,Expected Life Cycle of Programs,COM,commercial,2908,5196,653190,.2,thousand dollars,thousand dollars,megawatthours,megawatts
1943,2017,MS,Mississippi,Expected Life Cycle of Programs,COM,commercial,3908,3444,629364,78.8,thousand dollars,thousand dollars,megawatthours,megawatts
1944,2017,MO,Missouri,Expected Life Cycle of Programs,COM,commercial,17773,35195,5455947,95.1,thousand dollars,thousand dollars,megawatthours,megawatts
1945,2017,MN,Minnesota,Expected Life Cycle of Programs,COM,commercial,33555,55398,8881026,135,thousand dollars,thousand dollars,megawatthours,megawatts
1946,2017,MI,Michigan,Expected Life Cycle of Programs,COM,commercial,68667,36556,26950129,92.4,thousand dollars,thousand dollars,megawatthours,megawatts
1947,2017,ME,Maine,Expected Life Cycle of Programs,COM,commercial,3559,10993,811451,12.7,thousand dollars,thousand dollars,megawatthours,megawatts
1948,2017,MD,Maryland,Expected Life Cycle of Programs,COM,commercial,19095,43905,3558988,42.9,thousand dollars,thousand dollars,megawatthours,megawatts
1949,2017,MA,Massachusetts,Expected Life Cycle of Programs,COM,commercial,42356,157388,7967192,82.2,thousand dollars,thousand dollars,megawatthours,megawatts
1950,2017,LA,Louisiana,Expected Life Cycle of Programs,COM,commercial,3842,3574,535769,5.4,thousand dollars,thousand dollars,megawatthours,megawatts
1951,2017,KY,Kentucky,Expected Life Cycle of Programs,COM,commercial,10028,12524,2412649,48.9,thousand dollars,thousand dollars,megawatthours,megawatts
1952,2017,KS,Kansas,Expected Life Cycle of Programs,COM,commercial,18,45,649,.6,thousand dollars,thousand dollars,megawatthours,megawatts
1953,2017,IN,Indiana,Expected Life Cycle of Programs,COM,commercial,15955,40014,5052210,72.5,thousand dollars,thousand dollars,megawatthours,megawatts
1954,2017,IL,Illinois,Expected Life Cycle of Programs,COM,commercial,87397,164181,20869817,219.1,thousand dollars,thousand dollars,megawatthours,megawatts
1955,2017,ID,Idaho,Expected Life Cycle of Programs,COM,commercial,2237,8350,1053243,12.3,thousand dollars,thousand dollars,megawatthours,megawatts
1956,2017,IA,Iowa,Expected Life Cycle of Programs,COM,commercial,6067,19787,2155682,26.5,thousand dollars,thousand dollars,megawatthours,megawatts
1957,2017,HI,Hawaii,Expected Life Cycle of Programs,COM,commercial,5413,11647,1282362,11.6,thousand dollars,thousand dollars,megawatthours,megawatts
1958,2017,GA,Georgia,Expected Life Cycle of Programs,COM,commercial,8927,10906,3020498,67.8,thousand dollars,thousand dollars,megawatthours,megawatts
1959,2017,RI,Rhode Island,Reporting Year,RES,residential,9402,30941,127659,15.3,thousand dollars,thousand dollars,megawatthours,megawatts
1960,2017,WY,Wyoming,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1961,2017,WV,West Virginia,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1962,2017,WI,Wisconsin,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1963,2017,WA,Washington,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1964,2017,VT,Vermont,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1965,2017,VA,Virginia,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1966,2017,UT,Utah,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1967,2017,US,United States,Expected Life Cycle of Programs,TRN,transportation,10,0,176636,1.1,thousand dollars,thousand dollars,megawatthours,megawatts
1968,2017,TX,Texas,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1969,2017,TN,Tennessee,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1970,2017,SD,South Dakota,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1971,2017,SC,South Carolina,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1972,2017,RI,Rhode Island,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1973,2017,FL,Florida,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1974,2017,DE,Delaware,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1975,2017,DC,District of Columbia,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1976,2017,CT,Connecticut,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1977,2017,CO,Colorado,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1978,2017,CA,California,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1979,2017,AZ,Arizona,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1980,2017,AR,Arkansas,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1981,2017,AL,Alabama,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1982,2017,AK,Alaska,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1983,2017,PA,Pennsylvania,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1984,2017,OR,Oregon,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1985,2017,OK,Oklahoma,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1986,2017,OH,Ohio,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1987,2017,NY,New York,Expected Life Cycle of Programs,TRN,transportation,10,0,176636,1.1,thousand dollars,thousand dollars,megawatthours,megawatts
1988,2017,NV,Nevada,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1989,2017,NM,New Mexico,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1990,2017,NJ,New Jersey,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1991,2017,NH,New Hampshire,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1992,2017,NE,Nebraska,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
